N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,GELU_VARIANT,TMA_RESIDUAL,BATCH_EPILOGUE,GELU_VECTOR_WIDTH,STORE_TIMING,EPILOGUE_LOOP,STS_WIDTH,EPI_SYNC,NUM_PASSES_PARAM,regs,spills,smem_kb,ms,tflops,status,dflags
5,4,1,0,32,100,1,1,1,5,0,0,0,0,0,1,1,32,0,0,32,0,0,229,0,226.0,1.467,2985.81,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100 -DSTS_WIDTH=32 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,0,0,0,1,1,32,0,0,32,0,0,229,0,226.0,1.467,2985.89,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100 -DSTS_WIDTH=32 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,0,0,0,1,1,32,0,0,32,0,0,229,0,226.0,1.467,2985.0,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100 -DSTS_WIDTH=32 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,1,0,0,1,0,32,0,0,16,0,0,229,0,226.0,1.468,2983.77,OK,-DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DSTAGGER_CYCLES=100 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,1,0,0,1,0,32,0,0,16,0,0,229,0,226.0,1.468,2983.04,OK,-DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DSTAGGER_CYCLES=100 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,2,0,0,1,0,32,0,0,16,0,0,229,0,226.0,1.468,2983.73,OK,-DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=2 -DSTAGGER_CYCLES=100 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,2,0,0,1,1,32,0,0,16,0,0,229,0,226.0,1.468,2983.28,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=2 -DSTAGGER_CYCLES=100 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,1,0,0,1,1,32,0,0,32,0,0,229,0,226.0,1.468,2984.44,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DSTAGGER_CYCLES=100 -DSTS_WIDTH=32 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,0,0,0,2,1,32,0,0,32,0,0,229,0,226.0,1.468,2983.31,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=0 -DSTAGGER_CYCLES=100 -DSTS_WIDTH=32 -DTMA_RESIDUAL=2 -DW0_RES_PREFETCH=1
5,4,1,0,32,100,1,1,1,5,0,0,2,0,0,1,1,32,0,0,32,0,0,229,0,226.0,1.468,2983.9,OK,-DBATCH_EPILOGUE=1 -DBIAS_SMEM=1 -DINTERLEAVE_STRATEGY=1 -DN_STAGES=5 -DPHASE1_UNROLL=1 -DPRELOAD_MODE=2 -DSTAGGER_CYCLES=100 -DSTS_WIDTH=32 -DTMA_RESIDUAL=1 -DW0_RES_PREFETCH=1
