N_STAGES,NUM_EPI_WARPS,INTERLEAVE_STRATEGY,MBAR_EARLY,TMEM_LOAD_WIDTH,STAGGER_CYCLES,PHASE1_UNROLL,SNAKE_ORDER,CVT_ADD_FUSED,K_LOOP_UNROLL,W0_LOOP_UNROLL,SUB_MMA_UNROLL,PRELOAD_MODE,PREFETCH_BEFORE_STORE,GELU_VARIANT,TMA_RESIDUAL,BATCH_EPILOGUE,GELU_VECTOR_WIDTH,STORE_TIMING,EPILOGUE_LOOP,STS_WIDTH,EPI_SYNC,NUM_PASSES_PARAM,regs,spills,smem_kb,ms,tflops,status,dflags
4,4,2,1,32,160,2,1,1,6,4,0,1,0,0,0,0,32,0,0,16,0,0,174,0,193.0,0.525,2084.89,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,214,0,193.0,0.525,2084.17,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,214,0,193.0,0.525,2086.82,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,8,0,0,1,0,0,0,0,32,0,0,16,0,0,214,0,193.0,0.525,2084.35,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,4,4,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.526,2080.1,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,6,0,0,1,0,0,0,0,32,0,0,16,0,0,178,0,193.0,0.526,2080.26,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,4,4,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.526,2080.21,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,4,0,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.527,2076.31,OK,-DMBAR_EARLY=1 -DSTAGGER_CYCLES=160
4,4,2,1,32,160,2,1,1,6,4,0,1,0,0,0,0,32,0,0,16,0,0,174,0,193.0,0.527,2077.67,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,2,1,1,8,4,0,1,0,0,0,0,32,0,0,16,0,0,210,0,193.0,0.528,2073.89,OK,-DK_LOOP_UNROLL=8 -DMBAR_EARLY=1 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
4,4,2,1,32,160,4,1,1,6,4,0,1,0,0,0,0,32,0,0,16,0,0,222,0,193.0,0.528,2074.31,OK,-DK_LOOP_UNROLL=6 -DMBAR_EARLY=1 -DPHASE1_UNROLL=4 -DSTAGGER_CYCLES=160 -DW0_LOOP_UNROLL=4
